"Research that uses data from D-PLACE should cite both the original source(s) of  the data and the paper by Kirby et al. in which D-PLACE was first presented  (e.g., research using cultural data from the Binford Hunter-Gatherer dataset: ""Binford (2001);  Binford and Johnson (2006); Kirby et al. Submitted)."" The reference list should include the date data were  accessed and URL for D-PLACE (https://d-place.org), in addition to the full references for Binford (2001),  Binford and Johnson (2006), and Kirby et al. Submitted."
Source,Preferred society name,Society id,Cross-dataset id,Original society name,Revised latitude,Revised longitude,Original latitude,Original longitude,Glottolog language/dialect id,Glottolog language/dialect name,ISO code,Language family,Focal Year: EA112 Trance states,Code: EA112 Trance states,Description: EA112 Trance states,Comment: EA112 Trance states,Subcase: EA112 Trance states,References: EA112 Trance states,Variable: Annual Mean Precipitation (mm),Comment: Annual Mean Precipitation (mm),Variable: Precipitation Constancy (),Comment: Precipitation Constancy ()
Ethnographic Atlas,Ngala,Ae28,xd147,Ngala (Ae28),1.0,18.0,1.0,18.0,ling1263,Lingala,lin,Atlantic-Congo,1900,6,"Trance explained as due to possession is known to occur, and there are no other trance states, but cases of possession outside of trance are also believed to occur.",,,,188283.912,,0.657373994,
Ethnographic Atlas,Kol,Eg8,xd684,Kol (Eg8),22.0,85.0,22.0,85.0,mund1320,Mundari,unr,Austroasiatic,,NA,Missing data,,,,122780.9171,,0.314313279,
Ethnographic Atlas,Karuk,Nb34,xd1095,Karok (Nb34),42.0,-123.0,42.0,-123.0,karo1304,Karok,kyh,Karok,1860,1,"Trance behavior is known to occur, but there is no belief in possession.",,,,123381.5036,,0.3532445,
Ethnographic Atlas,Taulípang,Sc15,xd1341,Taulipang (Sc15),4.0,-62.0,4.0,-62.0,taul1252,Taulipang,,Cariban,1910,4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",,,,109257.7363,,0.41940959,
Ethnographic Atlas,Budu,Ae31,xd151,Budu (Ae31),2.0,28.0,2.0,28.0,budu1250,Budu,buu,Atlantic-Congo,,NA,Missing data,,,,243307.949,,0.673788882,
Ethnographic Atlas,Chenchu,Eg1,xd672,Chenchu (Eg1),16.0,79.0,16.0,79.0,chen1255,Chenchu,cde,Dravidian,1940,8,"No trance states of any kind are known to occur, and there is no belief in possession.",,with special reference to the forest group,,103422.2948,,0.368155188,
Ethnographic Atlas,Tonga,Ac13,xd37,Lake Tonga (Ac13),-12.0,34.0,-12.0,34.0,tong1321,Tonga (Nyasa),tog,Atlantic-Congo,1950,3,Trance behavior is known to occur and is explained as due to possession. There is no possession belief referring to other experiences and there are no trance states with other explanations.,,,,108738.2752,,0.411481728,
Ethnographic Atlas,Punjabi,Ea13,xd600,"Punjabi, West (Ea13)",32.0,73.0,32.0,73.0,panj1256,Panjabi,pan,Indo-European,,NA,Missing data,,,,36615.36197,,0.205617674,
Ethnographic Atlas,Barama River Carib,Sc3,xd1346,Barama Carib (Sc3),5.0,-59.0,5.0,-59.0,mura1272,Murato,,Cariban,1930,4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",,Barama River,,123855.7968,,0.546408623,
Ethnographic Atlas,Rangi,Ad25,xd93,Rangi (Ad25),-5.0,36.0,-5.0,36.0,lang1320,Langi,lag,Atlantic-Congo,,NA,Missing data,,,,89122.08238,,0.527294965,
Ethnographic Atlas,Bira,Ae30,xd150,Bira (Ae30),1.0,29.0,1.0,29.0,bila1255,Bila,bip,Atlantic-Congo,,NA,Missing data,,,,226955.4252,,0.617411182,
Ethnographic Atlas,Khalka,Eb3,xd611,Khalka (Eb3),46.0,97.0,46.0,97.0,halh1238,Halh Mongolian,khk,Mongolic,1940,8,"No trance states of any kind are known to occur, and there is no belief in possession.",,Narobanchin Territory,,26098.48358,,0.541105717,
Ethnographic Atlas,Bafute,Ah8,xd335,Wute (Ah8),6.0,12.0,6.0,12.0,vute1244,Vute,vut,Atlantic-Congo,1910,8,"No trance states of any kind are known to occur, and there is no belief in possession.",,,,183005.8687,,0.434660853,
Ethnographic Atlas,Pumé,Sc2,xd1345,Yaruro (Sc2),7.0,-68.0,7.0,-68.0,pume1238,Pumé,yae,Pumé,1950,4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",,,,190889.7484,,0.339404904,
Ethnographic Atlas,Dilling,Ai8,xd382,Dilling (Ai8),12.0,30.0,12.0,30.0,dill1242,Dilling,dil,Nubian,1930,3,Trance behavior is known to occur and is explained as due to possession. There is no possession belief referring to other experiences and there are no trance states with other explanations.,,,,71805.98956,,0.335912486,
Ethnographic Atlas,Chahar,Eb7,xd615,Chahar (Eb7),41.0,115.0,41.0,115.0,peri1253,Peripheral Mongolian,mvf,Mongolic,,NA,Missing data,,,,55745.6935,,0.349430586,
Ethnographic Atlas,Yabarana,Sc7,xd1350,Yabarana (Sc7),5.0,-66.0,5.0,-66.0,yaba1248,Yabarana,yar,Cariban,1950,1,"Trance behavior is known to occur, but there is no belief in possession.",,,,207657.5472,,0.438663827,
Ethnographic Atlas,Kadiwéu,Sh4,xd1391,Caduveo (Sh4),-22.0,-57.0,-22.0,-57.0,kadi1248,Kadiwéu,kbc,Guaicuruan,1940,1,"Trance behavior is known to occur, but there is no belief in possession.",,,,99102.78802,,0.381720884,
Ethnographic Atlas,Guahibo,Sc4,xd1347,Guahibo (Sc4),5.0,-69.0,5.0,-69.0,guah1255,Guahibo,guh,Guahibo,,NA,Missing data,,,,375368.6116,,0.44089176,
Ethnographic Atlas,Papel,Ag20,xd256,Pepel (Ag20),12.0,-16.0,12.0,-16.0,pape1239,Papel,pbo,Atlantic-Congo,,NA,Missing data,,,,48179.10827,,0.158517619,
Ethnographic Atlas,Tsamai,Ca17,xd423,Tsamai (Ca17),5.0,37.0,5.0,37.0,tsam1247,Tsamai,tsb,Afro-Asiatic,1950,8,"No trance states of any kind are known to occur, and there is no belief in possession.",,,,66131.54844,,0.388524018,
Ethnographic Atlas,Diula,Ag27,xd263,Diula (Ag27),9.0,-4.0,9.0,-4.0,dyul1238,Dyula,dyu,Mande,,NA,Missing data,,,,121578.3671,,0.318184101,
Ethnographic Atlas,Bakongo,Ac14,xd38,Kongo (Ac14),-7.0,15.0,-7.0,15.0,sans1272,San Salvador Kongo,kwy,Atlantic-Congo,1900,6,"Trance explained as due to possession is known to occur, and there are no other trance states, but cases of possession outside of trance are also believed to occur.",,,,104336.349,,0.462430741,
Ethnographic Atlas,Sundi,Ac18,xd42,Sundi (Ac18),-5.0,14.0,-5.0,14.0,suun1239,Suundi,sdj,Atlantic-Congo,,NA,Missing data,,,,134133.8354,,0.517054339,
Ethnographic Atlas,Alagya,Af44,xd224,Alagya (Af44),5.22,-4.42,5.0,-4.0,alla1248,Alladian,ald,Atlantic-Congo,,NA,Missing data,,,,122994.3842,,0.481483536,
Ethnographic Atlas,Oroch,ec20,xd629,Oroch (ec20),51.0,138.0,51.0,138.0,oroc1248,Oroch,oac,Tungusic,,NA,Missing data,,,,62833.4055,,0.484033708,
Ethnographic Atlas,Gbagyi,Af28,xd206,Gbari (Af28),10.0,10.0,10.0,10.0,gbar1246,Gbari,gby,Atlantic-Congo,1910,3,Trance behavior is known to occur and is explained as due to possession. There is no possession belief referring to other experiences and there are no trance states with other explanations.,,,,103445.7603,,0.320288318,
Ethnographic Atlas,Mongo,Ae24,xd143,Mongo (Ae24),1.0,22.0,1.0,22.0,long1393,Longo (Democratic Republic of Congo),,Atlantic-Congo,1920,1,"Trance behavior is known to occur, but there is no belief in possession.",,,,200698.0618,,0.653644678,
Ethnographic Atlas,Siane,Ie17,xd793,Siane (Ie17),-6.0,145.0,-6.0,145.0,sian1257,Siane,snp,Nuclear Trans New Guinea,1940,6,"Trance explained as due to possession is known to occur, and there are no other trance states, but cases of possession outside of trance are also believed to occur.",,,,327433.5795,,0.590157668,
Ethnographic Atlas,Macushi,Sc12,xd1338,Macusi (Sc12),4.0,-59.0,4.0,-59.0,macu1259,Macushi,mbc,Cariban,1910,2,A belief in possession exists.,,,,110166.5471,,0.479157948,
Ethnographic Atlas,New Englanders,Cf1,xd536,New England (Cf1),42.0,-73.0,42.0,-73.0,stan1293,Standard English,eng,Indo-European,,NA,Missing data,,,,95315.72622,,0.654792958,
Ethnographic Atlas,Paraujano,Sb5,xd1330,Paraujano (Sb5),11.0,-72.0,11.0,-72.0,para1316,Paraujano,pbg,Arawakan,1950,8,"No trance states of any kind are known to occur, and there is no belief in possession.",,,,55565.62951,,0.507571328,
Ethnographic Atlas,Nononke,Ag28,xd264,Nono (Ag28),14.0,-4.0,14.0,-4.0,jena1242,Jenaama Bozo,bze,Mande,,NA,Missing data,,,,53792.63863,,0.273762864,
Ethnographic Atlas,Buem,Af37,xd216,Buem (Af37),7.22,0.46,3.0,1.0,siwu1238,Siwu,akp,Atlantic-Congo,,NA,Missing data,,,,113787.0757,,0.431410529,
Ethnographic Atlas,Konso,Ca1,xd415,Konso (Ca1),6.0,37.0,6.0,37.0,kons1243,Konso,kxc,Afro-Asiatic,1930,2,A belief in possession exists.,,Town of Buso,,83042.00591,,0.402793499,
Ethnographic Atlas,Bontok,Ia8,xd748,Bontok (Ia8),17.0,121.0,17.0,121.0,cent2292,Central Bontoc,lbk,Austronesian,1900,2,A belief in possession exists.,,,,167495.6076,,0.4432026,
Ethnographic Atlas,Sherente,Sj2,xd1410,Sherente (Sj2),-9.0,-48.0,-9.0,-48.0,xere1240,Xerénte,xer,Nuclear-Macro-Je,1850,1,"Trance behavior is known to occur, but there is no belief in possession.",,,,175512.836,,0.261311964,
Ethnographic Atlas,Reddi,Eg14,xd677,Reddi (Eg14),18.0,82.0,18.0,82.0,mukh1238,Mukha-Dora,mmk,Dravidian,1940,7,"Trance states of two kinds are known to occur, some of which are explained by possession. No other phenomena are explained by possession.",,with special reference to those of the Bison Hills,,141620.6645,,0.358685933,
Ethnographic Atlas,Hunde,Ae15,xd133,Hunde (Ae15),-2.0,28.0,-2.0,28.0,hund1239,Hunde,hke,Atlantic-Congo,,NA,Missing data,,,,217050.8554,,0.456041768,
Ethnographic Atlas,Seminole,Ng2,xd1251,Seminole (Ng2),27.0,-81.0,27.0,-81.0,mika1239,Mikasuki,mik,Muskogean,,NA,Missing data,,,,106193.7404,,0.621335227,
Ethnographic Atlas,Turks,Ci5,xd581,Turks (Ci5),38.0,30.0,38.0,30.0,nucl1301,Nuclear Turkish,tur,Turkic,1950,5,"There is both a trance state and a belief in possession, but this belief refers to phenomena other than trance, which is explained through other categories.",,Northern Anatolian Plateau,,60188.09981,,0.431784083,
Ethnographic Atlas,Ye'kuana,Sc16,xd1342,Yekuana (Sc16),3.0,-65.0,3.0,-65.0,maqu1238,Maquiritari,mch,Cariban,1920,7,"Trance states of two kinds are known to occur, some of which are explained by possession. No other phenomena are explained by possession.",,with special reference to the Makitare,,186057.8834,,0.435094101,
Ethnographic Atlas,Tunisians,Cd21,xd520,Tunisians (Cd21),37.0,10.0,37.0,10.0,tuni1260,Tunis (Tunisian Arabic),,Afro-Asiatic,1930,1,"Trance behavior is known to occur, but there is no belief in possession.",,,,24827.00352,,0.386414437,
Ethnographic Atlas,Yakut,Ec2,xd628,Yakut (Ec2),65.0,125.0,65.0,125.0,yaku1245,Yakut,sah,Turkic,1900,4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",,with special reference to the Yakutsk district,,27199.93796,,0.566555855,
Ethnographic Atlas,Fante,Af42,xd222,Fanti (Af42),6.0,-1.0,6.0,-1.0,fant1241,Fante,,Atlantic-Congo,1900,1,"Trance behavior is known to occur, but there is no belief in possession.",,,,114244.1742,,0.485379882,
Ethnographic Atlas,Sinhalese,Eh6,xd692,Sinhalese (Eh6),7.0,80.0,7.0,80.0,sinh1246,Sinhala,sin,Indo-European,1950,4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",,with special reference to the Kandyan Sinhalese,,209802.8978,,0.448512521,
Ethnographic Atlas,Aweti,Si9,xd1406,Aueto (Si9),-12.0,-54.0,-12.0,-54.0,awet1244,Awetí,awe,Tupian,,NA,Missing data,,,,133138.7656,,0.270578897,
Ethnographic Atlas,Kayapo,Sj9,xd1417,Coroa (Sj9),-8.0,-52.0,-8.0,-52.0,acro1239,Acroá,acs,Nuclear-Macro-Je,1950,8,"No trance states of any kind are known to occur, and there is no belief in possession.",,,,202287.5796,,0.347337597,
Ethnographic Atlas,Goroa,Ca9,xd457,Goroa (Ca9),-4.0,36.0,-4.0,36.0,goro1270,Gorowa,gow,Afro-Asiatic,,NA,Missing data,,,,78976.34522,,0.50910426,
Ethnographic Atlas,Thado,Ei12,xd699,Thado (Ei12),25.0,94.0,25.0,94.0,thad1238,Thado Chin,tcz,Sino-Tibetan,,NA,Missing data,,,,104628.212,,0.380162778,
Ethnographic Atlas,Lokono,Sc10,xd1336,Locono (Sc10),5.95,-56.98,6.0,-57.0,araw1276,Lokono,arw,Arawakan,1900,5,"There is both a trance state and a belief in possession, but this belief refers to phenomena other than trance, which is explained through other categories.",,,,90660.9892,,0.526168603,
Ethnographic Atlas,Idoma,Af29,xd207,Idoma (Af29),7.0,8.0,7.0,8.0,idom1241,Idoma,idu,Atlantic-Congo,,NA,Missing data,,,,145236.9234,,0.413069163,
Ethnographic Atlas,Mbau Fijians,Ih14,xd867,Mbau Fijians (Ih14),-17.81,178.32,-18.0,179.0,bauu1243,Bau (Fijian),,Austronesian,,NA,Missing data,,,,160464.9687,,0.533704382,
Ethnographic Atlas,Topoke,Ae26,xd145,Topoke (Ae26),0.0,24.0,0.0,24.0,poke1238,Poke,pof,Atlantic-Congo,,NA,Missing data,,,,213481.0312,,0.651508873,
Ethnographic Atlas,Ponapeans,If5,xd836,Ponapeans (If5),6.88,158.22,7.0,158.0,pohn1238,Pohnpeian,pon,Austronesian,1910,6,"Trance explained as due to possession is known to occur, and there are no other trance states, but cases of possession outside of trance are also believed to occur.",,,,293388.8338,,0.637079811,
Ethnographic Atlas,Toposa,Aj24,xd400,Topotha (Aj24),5.0,34.0,5.0,34.0,topo1242,Toposa,toq,Nilotic,,NA,Missing data,,,,113633.8593,,0.409461453,
Ethnographic Atlas,Lulua,Ae16,xd134,Lulua (Ae16),-6.0,23.0,-6.0,23.0,luba1249,Luba-Lulua,lua,Atlantic-Congo,,NA,Missing data,,,,169147.468,,0.348141692,
Ethnographic Atlas,Sumbwa,Ad47,xd117,Sumbwa (Ad47),-4.0,32.0,-4.0,32.0,sumb1240,Sumbwa,suw,Atlantic-Congo,1900,4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",,,,126957.9197,,0.321704648,
Ethnographic Atlas,Tetela,Ae25,xd144,Tetela (Ae25),-4.0,25.0,-4.0,25.0,tete1250,Tetela,tll,Atlantic-Congo,,NA,Missing data,,,,180736.6547,,0.399507021,
Ethnographic Atlas,Merina,Eh2,xd688,Merina (Eh2),-19.0,46.0,-19.0,46.0,meri1243,Merina,,Austronesian,,NA,Missing data,,,,109438.7004,,0.328523737,
Ethnographic Atlas,Ami,Ia9,xd749,Ami (Ia9),22.7,121.05,22.0,121.0,amis1246,Amis,ami,Austronesian,1930,1,"Trance behavior is known to occur, but there is no belief in possession.",,with special reference to the southern Ami,,131471.0343,,0.47098667,
Ethnographic Atlas,Nisenan,Nc13,xd1111,Nisenan (Nc13),39.0,-121.0,39.0,-121.0,nise1244,Nisenan,nsz,Maiduan,,NA,Missing data,,,,90954.29915,,0.229181462,
Ethnographic Atlas,Achumawi,Nc10,xd1108,Achomawi (Nc10),41.0,-121.0,41.0,-121.0,achu1247,Achumawi,acv,Palaihnihan,1860,1,"Trance behavior is known to occur, but there is no belief in possession.",,,,85852.08068,,0.329778655,
Ethnographic Atlas,Ndyuka,Sc18,xd1344,Djuka (Sc18),5.0,-54.0,5.0,-54.0,ndyu1242,Ndyuka,djk,Indo-European,,NA,Missing data,,,,98274.39274,,0.525039691,
Ethnographic Atlas,Rucuyen,Sc14,xd1340,Rucuyen (Sc14),3.0,-55.0,3.0,-55.0,waya1269,Wayana,way,Cariban,,NA,Missing data,,,,96040.72192,,0.483512907,
Ethnographic Atlas,Popoi,Ai28,xd357,Popoi (Ai28),2.0,26.0,2.0,26.0,popo1291,Popoi,,Central Sudanic,,NA,Missing data,,,,230789.7401,,0.65984666,
Ethnographic Atlas,Tongans,Ii12,xd878,Tongans (Ii12),-19.74,-175.07,-20.0,-174.0,tong1325,Tonga (Tonga Islands),ton,Austronesian,1920,6,"Trance explained as due to possession is known to occur, and there are no other trance states, but cases of possession outside of trance are also believed to occur.",,Pangai,,133436.2433,,0.531161089,
Ethnographic Atlas,Arusi,Ca11,xd417,Arusi (Ca11),8.0,40.0,8.0,40.0,bora1271,Borana-Arsi-Guji Oromo,gax,Afro-Asiatic,1890,3,Trance behavior is known to occur and is explained as due to possession. There is no possession belief referring to other experiences and there are no trance states with other explanations.,,,,60915.92605,,0.353875248,
Ethnographic Atlas,Lamet,Ej1,xd716,Lamet (Ej1),20.0,101.0,20.0,101.0,lame1256,Lamet,lbn,Austroasiatic,1940,5,"There is both a trance state and a belief in possession, but this belief refers to phenomena other than trance, which is explained through other categories.",,"Lamet Tribe, Northwestern Laos",,125905.6563,,0.344386565,
Ethnographic Atlas,Bari,Aj8,xd413,Bari (Aj8),5.0,32.0,5.0,32.0,ligo1238,Ligo,,Nilotic,1920,1,"Trance behavior is known to occur, but there is no belief in possession.",,,,147891.0085,,0.423720297,
Ethnographic Atlas,Délįne,Na16,xd1033,Satudene (Na16),65.0,-119.0,65.0,-119.0,nort2942,North Slavey,scs,Athapaskan-Eyak-Tlingit,,NA,Missing data,,,,26821.65358,,0.630319015,
Ethnographic Atlas,Assini,Af40,xd220,Assini (Af40),5.27,-3.58,5.0,-4.0,abur1243,Abure,abu,Atlantic-Congo,,NA,Missing data,,,,121628.0899,,0.4826496,
Ethnographic Atlas,Tibetans,Ee4,xd656,Tibetans (Ee4),30.0,91.0,30.0,91.0,tibe1272,Tibetan,bod,Sino-Tibetan,1920,4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",,with special reference to Central Tibet,,55949.12614,,0.400075983,
Ethnographic Atlas,Ambonese,Ic11,xd761,Ambonese (Ic11),-3.71,128.18,-4.0,128.0,ambo1250,Ambonese Malay,abs,Austronesian,1950,6,"Trance explained as due to possession is known to occur, and there are no other trance states, but cases of possession outside of trance are also believed to occur.",,Allang,,179431.4549,,0.513075976,
Ethnographic Atlas,Apinaye,Sj7,xd1415,Apinaye (Sj7),-6.0,-49.0,-6.0,-49.0,apin1244,Apinayé,apn,Nuclear-Macro-Je,1920,5,"There is both a trance state and a belief in possession, but this belief refers to phenomena other than trance, which is explained through other categories.",,,,245754.4685,,0.324277602,
Ethnographic Atlas,Carolinians,If15,xd830,Carolinians (If15),15.21,145.76,15.0,146.0,caro1242,Carolinian,cal,Austronesian,1930,4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",,,,145605.2396,,0.474635465,
Ethnographic Atlas,Yuchi,Ng11,xd1246,Yuchi (Ng11),35.0,-86.0,35.0,-86.0,yuch1247,Yuchi,yuc,Yuchi,,NA,Missing data,,,,105701.8006,,0.614893825,
Ethnographic Atlas,Santal,Ef1,xd661,Santal (Ef1),24.0,87.0,24.0,87.0,sant1410,Santali,sat,Austroasiatic,1940,3,Trance behavior is known to occur and is explained as due to possession. There is no possession belief referring to other experiences and there are no trance states with other explanations.,,Bankura and Berghum Districts,,105748.2567,,0.297399345,
Ethnographic Atlas,Haitians,Sb9,xd1334,Haitians (Sb9),18.41,-72.17,18.0,-72.0,hait1244,Haitian,hat,Indo-European,1930,3,Trance behavior is known to occur and is explained as due to possession. There is no possession belief referring to other experiences and there are no trance states with other explanations.,,,,47516.34339,,0.499135858,
Ethnographic Atlas,Isala,Ag40,xd278,Isala (Ag40),10.0,-2.0,10.0,-2.0,tumu1242,Tumulung Sisaala,sil,Atlantic-Congo,,NA,Missing data,,,,98911.78363,,0.321704372,
Ethnographic Atlas,Pahari,Ef7,xd669,Pahari (Ef7),30.0,78.0,30.0,78.0,maha1287,Mahasu Pahari,bfz,Indo-European,1950,6,"Trance explained as due to possession is known to occur, and there are no other trance states, but cases of possession outside of trance are also believed to occur.",,with special reference to the village of Sirkanda in western Uttar Pradesh,,103721.9202,,0.242792039,
Ethnographic Atlas,Nauruans,If13,xd828,Nauruans (If13),-0.53,166.92,-1.0,166.0,naur1243,Nauru,nau,Austronesian,,NA,Missing data,,,,117091.7011,,0.386511294,
Ethnographic Atlas,Yupa,Sb7,xd1332,Yupa (Sb7),9.0,-72.0,9.0,-72.0,yukp1241,Yukpa,yup,Cariban,,NA,Missing data,,,,94470.77933,,0.401644772,
Ethnographic Atlas,Sena,Ac40,xd67,Sena (Ac40),-18.0,35.0,-18.0,35.0,nucl1396,Nuclear Sena,seh,Atlantic-Congo,,NA,Missing data,,,,105555.5807,,0.438977653,
Ethnographic Atlas,Avikam,Af45,xd225,Avikam (Af45),5.15,-5.25,5.0,-5.0,avik1243,Avikam,avi,Atlantic-Congo,,NA,Missing data,,,,125526.9881,,0.477761136,
Ethnographic Atlas,Baga,Ag14,xd249,Baga (Ag14),10.0,-14.0,10.0,-14.0,baga1273,Baga Koga,bgo,Atlantic-Congo,,NA,Missing data,,,,153327.908,,0.234827685,
Ethnographic Atlas,Brazilians,Cf4,xd539,Brazilians (Cf4),-23.68,-46.64,-43.0,-47.0,braz1246,Brazilian Portuguese,,Indo-European,1940,6,"Trance explained as due to possession is known to occur, and there are no other trance states, but cases of possession outside of trance are also believed to occur.",,with special reference to the village of Cruz das Almas near Sao Paulo,,125962.7653,,0.462693623,
Ethnographic Atlas,Manus,Ig9,xd861,Manus (Ig9),-2.0,147.0,-2.0,147.0,tita1241,Titan,ttv,Austronesian,1920,7,"Trance states of two kinds are known to occur, some of which are explained by possession. No other phenomena are explained by possession.",,Peri Village,,219223.7921,,0.592641374,
Ethnographic Atlas,Fali,Ai12,xd340,Fali (Ai12),10.0,14.0,10.0,14.0,nort2770,North Fali,fll,Atlantic-Congo,,NA,Missing data,,,,81763.81244,,0.344257217,
Ethnographic Atlas,Zuande,Ah27,xd317,Zuande (Ah27),7.0,11.0,7.0,11.0,bita1251,Bitare,brt,Atlantic-Congo,,NA,Missing data,,,,175050.8606,,0.379776032,
Ethnographic Atlas,Bengali,Ef2,xd664,Bengali (Ef2),23.0,88.0,23.0,88.0,beng1280,Bengali,ben,Indo-European,,NA,Missing data,,,,119412.4526,,0.312145476,
Ethnographic Atlas,Shilluk,Ai6,xd380,Shilluk (Ai6),10.0,32.0,10.0,32.0,shil1265,Shilluk,shk,Nilotic,1900,6,"Trance explained as due to possession is known to occur, and there are no other trance states, but cases of possession outside of trance are also believed to occur.",,Shilluk Kingdom,,103203.7507,,0.382769873,
Ethnographic Atlas,Ob Ostyak,Ec10,xd618,Ob Ostyak (Ec10),62.0,74.0,62.0,74.0,khan1273,Khanty,kca,Uralic,1880,1,"Trance behavior is known to occur, but there is no belief in possession.",,with special reference to those on the Ob River,,45671.85707,,0.635322072,
Ethnographic Atlas,Angas,Ah16,xd305,Angas (Ah16),9.0,9.0,9.0,9.0,ngas1240,Ngas,anc,Afro-Asiatic,,NA,Missing data,,,,122966.7712,,0.356225471,
Ethnographic Atlas,Toradja,Ic5,xd767,Toradja (Ic5),-2.0,121.0,-2.0,121.0,tora1261,Toraja-Sa'dan,sda,Austronesian,1910,4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",,Bare'e subgroup,,245748.5389,,0.602177667,
Ethnographic Atlas,Wintu,Nc14,xd1112,Wintu (Nc14),41.0,-122.0,41.0,-122.0,wint1259,Wintu,wit,Wintuan,1860,2,A belief in possession exists.,,with special reference to the northeastern Wintu,,114675.9234,,0.302894652,
Ethnographic Atlas,Adi,Ee1,xd653,Abor (Ee1),28.0,95.0,28.0,95.0,bori1243,Bori,adi,Sino-Tibetan,,NA,Missing data,,,,216081.1017,,0.355613565,
Ethnographic Atlas,Motu,Ie10,xd786,Motu (Ie10),-9.0,147.0,-9.0,147.0,motu1246,Motu,meu,Austronesian,1950,2,A belief in possession exists.,,with special reference to the Western Motu,,166767.402,,0.491649522,
Ethnographic Atlas,Lithuanian Tatar,ch23,xd561,Lithuanian Tatar (ch23),55.0,24.0,55.0,24.0,west2405,Western Tatar,,Turkic,,NA,Missing data,,,,67059.22756,,0.682546838,
Ethnographic Atlas,Chagga,Ad3,xd98,Chagga (Ad3),-3.0,37.0,-3.0,37.0,moch1256,Mochi,old,Atlantic-Congo,1910,2,A belief in possession exists.,,,,69841.81211,,0.540195877,
Ethnographic Atlas,Mende,Af5,xd230,Mende (Af5),8.0,-11.0,8.0,-11.0,mend1266,Mende (Sierra Leone),men,Mande,1930,4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",,,,252285.2824,,0.353251625,
Ethnographic Atlas,Koalib,Ai37,xd367,Koalib (Ai37),12.0,31.0,12.0,31.0,koal1240,Koalib,kib,Heiban,1940,5,"There is both a trance state and a belief in possession, but this belief refers to phenomena other than trance, which is explained through other categories.",,,,70906.73073,,0.342457588,
Ethnographic Atlas,Chawai,Ah10,xd299,Chawai (Ah10),10.0,9.0,10.0,9.0,atsa1241,Atsam,cch,Atlantic-Congo,,NA,Missing data,,,,110037.098,,0.317595453,
Ethnographic Atlas,Manihikians,Ij4,xd893,Manihikians (Ij4),-10.41,-160.98,-10.0,-160.0,raka1237,Rakahanga-Manihiki,rkh,Austronesian,1850,8,"No trance states of any kind are known to occur, and there is no belief in possession.",,,,218215.5359,,0.626382915,
Ethnographic Atlas,Senufo,Ag32,xd269,Senufo (Ag32),10.0,-6.0,10.0,-6.0,ceba1235,Cebaara Senoufo,sef,Atlantic-Congo,,NA,Missing data,,,,120487.4658,,0.29157667,
Ethnographic Atlas,Longuda,Ah30,xd321,Longuda (Ah30),10.0,12.0,10.0,12.0,long1389,Longuda,lnu,Atlantic-Congo,,NA,Missing data,,,,90547.65691,,0.339183477,
Ethnographic Atlas,Deg Xit'an,Na8,xd1066,Ingalik (Na8),62.0,-160.0,62.0,-160.0,dege1248,Degexit'an,ing,Athapaskan-Eyak-Tlingit,1880,5,"There is both a trance state and a belief in possession, but this belief refers to phenomena other than trance, which is explained through other categories.",,Shageluk Village,,59558.13341,,0.607358817,
Ethnographic Atlas,Herero,Ab1,xd10,Herero (Ab1),-21.0,16.0,-21.0,16.0,here1253,Herero,her,Atlantic-Congo,1900,3,Trance behavior is known to occur and is explained as due to possession. There is no possession belief referring to other experiences and there are no trance states with other explanations.,,,,52226.41738,,0.19086375,
Ethnographic Atlas,Byelorussians,Ch6,xd570,Byelorussians (Ch6),55.0,28.0,55.0,28.0,bela1254,Belarusian,bel,Indo-European,,NA,Missing data,,,,66384.92761,,0.687438906,
Ethnographic Atlas,Cariña,Sb4,xd1329,Carinya (Sb4),9.0,-64.0,9.0,-64.0,gali1262,Galibi Carib,car,Cariban,,NA,Missing data,,,,47313.98556,,0.525414565,
Ethnographic Atlas,Tigon,Ah25,xd315,Tigon (Ah25),17.0,11.0,17.0,11.0,tigo1236,Tigon Mbembe,nza,Atlantic-Congo,,NA,Missing data,,,,9837.736982,,0.25144699,
